rel_path	pc_path	source_path	classification	target_surface	pc_sha256	source_sha256	debug_guard_count	unguarded_smgpc_count	unguarded_observer_api_count	note
Map/FileSelectEffect.cpp	pc-port/src/Game/Map/FileSelectEffect.cpp	src/Game/Map/FileSelectEffect.cpp	compat-temporary	yes	3f2fddae03a0ce7ff2b718f821ea4df53039488a1974e07ea97d1f64b4092840	4ffd564b638e16e027e5cd14c90c6540c8fec925c1039c1ba414c2cb6a62b7d6	0	0	0	source exists but pc-port behavior/shape differs
Map/FileSelectEffect.hpp	pc-port/src/Game/Map/FileSelectEffect.hpp	include/Game/Map/FileSelectEffect.hpp	compat-temporary	yes	6af5741ddde3559d13b1f6e68eb4f40c34a984e81ca05b37e9fcec0f14ac14e5	40323e78d6200961c38a580d104213873cf0b77599a19a27f5e884703a7868c1	0	0	0	source exists but pc-port behavior/shape differs
Map/FileSelectFunc.cpp	pc-port/src/Game/Map/FileSelectFunc.cpp	src/Game/Map/FileSelectFunc.cpp	compat-temporary	yes	7b00efdcf79f09759be7cdda33580dc8bc71b4661a14208bcedd1325580e1298	fa0238247be06167f9e663766938364b61491a8da3562f4c222635172ccd564b	0	0	0	source exists but pc-port behavior/shape differs
Map/FileSelectFunc.hpp	pc-port/src/Game/Map/FileSelectFunc.hpp	include/Game/Map/FileSelectFunc.hpp	compat-temporary	yes	da4439285a71821a0bef465378b8556333a96260976a3d2ff0274c3f0356f41d	8d28b62718ee044c10bf5b82505cedcda243c44632e4decf8016840be86bf83a	0	0	0	source exists but pc-port behavior/shape differs
Map/FileSelectIconID.cpp	pc-port/src/Game/Map/FileSelectIconID.cpp	src/Game/Map/FileSelectIconID.cpp	compat-temporary	yes	68d07235bc64b6cc6db0b92a14c021987d907438a2f686c9d6c547de9a053d2a	36bb4ca57bb192e7a08d7d513835924bc2a99102569bac0ac41e33a6537bd3a3	0	0	0	source exists but pc-port behavior/shape differs
Map/FileSelectIconID.hpp	pc-port/src/Game/Map/FileSelectIconID.hpp	include/Game/Map/FileSelectIconID.hpp	compat-temporary	yes	da6a23580f714c7fc3c83b5de11d85ccff0fe75f61f2fb15bdd90764afd6ab86	fd3a930fb21d9228a4f867a51619aa1a54560302b2fc5fdcae801123d2b8b9a3	0	0	0	source exists but pc-port behavior/shape differs
Map/FileSelectItem.cpp	pc-port/src/Game/Map/FileSelectItem.cpp	src/Game/Map/FileSelectItem.cpp	compat-temporary	yes	983df0b8c8848d70a20fdbf69bd3e6982df70eb108ca20dbb2c14ca0ad88b20d	b7ee1030be3830355d78a51d28c5bf040a69766b157be8c3ba150c5bb8d1e5f4	1	0	0	source exists but pc-port behavior/shape differs
Map/FileSelectItem.hpp	pc-port/src/Game/Map/FileSelectItem.hpp	include/Game/Map/FIleSelectItem.hpp	compat-temporary	yes	47306c69410a3cf83f367af48b9f034eedad5f900622a3cec3b94c81d98b6acb	e1bbcd663981c671c72f41865cb61e464b68840b691082160ef2125c73be74b3	1	0	0	root path case-normalized from include/Game/Map/FileSelectItem.hpp; source exists but pc-port behavior/shape differs
Map/FileSelectItemDelegator.hpp	pc-port/src/Game/Map/FileSelectItemDelegator.hpp	include/Game/Map/FileSelectItemDelegator.hpp	compat-temporary	yes	35b6d76e9191fb30ad5592e97b15fc8f01aa09749273f4cd296498061d00dbc5	88471cb3a6abe20834d3da26428c23f5b3dce762b8c626f36d68c5cb8816f2df	0	0	0	source exists but pc-port behavior/shape differs
Map/FileSelectModel.cpp	pc-port/src/Game/Map/FileSelectModel.cpp	src/Game/Map/FileSelectModel.cpp	compat-temporary	yes	e4afe7916ec177163293e93e7a4816b2c158f8db2b2fc5e0f59ebbd55f68fcc0	69f47189505260f14f9cbef370c8fcc5b7b603bffcfd2aedf5db1b8287593375	0	0	0	source exists but pc-port behavior/shape differs
Map/FileSelectModel.hpp	pc-port/src/Game/Map/FileSelectModel.hpp	include/Game/Map/FileSelectModel.hpp	compat-temporary	yes	1e38c2652a0ebc357dbe97702afaf2f37b89f32bd360fe7234041676b3865c99	55026b823e5849e57898a1c3ea77dffcec5eae3fafd1b38d1b01c9b23bf210f3	0	0	0	source exists but pc-port behavior/shape differs
Map/FileSelectSky.cpp	pc-port/src/Game/Map/FileSelectSky.cpp	src/Game/Map/FileSelectSky.cpp	compat-temporary	yes	03fb4d28991339add59c509c83b376e1b900a57718a5be2e22d5243ff93d3ab2	1ef75666711f8c17de46c18601772f2314b8063156da514a87e2524d13d613a3	0	0	0	source exists but pc-port behavior/shape differs
Map/FileSelectSky.hpp	pc-port/src/Game/Map/FileSelectSky.hpp	include/Game/Map/FileSelectSky.hpp	compat-temporary	yes	f4ea9fe1aeb691736744eee6e91b685761768c6e9d8bea03b4fbb957b161dd73	d5657cd75b574812ac0bf6dd9349c649010ce1b39aaa512e38f59a51628f085a	0	0	0	source exists but pc-port behavior/shape differs
Map/FileSelector.cpp	pc-port/src/Game/Map/FileSelector.cpp	src/Game/Map/FileSelector.cpp	compat-temporary	yes	a529f44fd700dff5d29feb7a9b5845fcb4268d63543965fe0bfcc1fa9c5b5a9f	c8f9c50c34c3edc042cf074c880731f4bfcfe1ae8125431a14a77b5ca39d27d5	47	0	0	source exists but pc-port behavior/shape differs
Map/FileSelector.hpp	pc-port/src/Game/Map/FileSelector.hpp	include/Game/Map/FileSelector.hpp	compat-temporary	yes	c6fe6339f338161516dfddd63b2b9648f080ce4921ecffc71c0100290efa9d26	abc984fc721f8f58420cbb8a05a0f3497cc1ed3ec9fc74cbd9772c2234d4d363	2	0	0	source exists but pc-port behavior/shape differs
Map/GroupSwitchWatcher.cpp	pc-port/src/Game/Map/GroupSwitchWatcher.cpp	src/Game/Map/GroupSwitchWatcher.cpp	exact-source	no	b9b8c8b4236bd5d67e69078254f86611109d809a8ef9b34c897daf2e8491192f	b9b8c8b4236bd5d67e69078254f86611109d809a8ef9b34c897daf2e8491192f	0	0	0	byte-for-byte match
Map/GroupSwitchWatcher.hpp	pc-port/src/Game/Map/GroupSwitchWatcher.hpp	include/Game/Map/GroupSwitchWatcher.hpp	exact-source	no	3c5767b7d2f9f4eac5158944f3b1a8e268aaa69076a30cfcb6468e62e953dc5a	3c5767b7d2f9f4eac5158944f3b1a8e268aaa69076a30cfcb6468e62e953dc5a	0	0	0	byte-for-byte match
Map/LightDataHolder.cpp	pc-port/src/Game/Map/LightDataHolder.cpp	src/Game/Map/LightDataHolder.cpp	compat-temporary	no	b8ea3424c7ecaa7b1f50badde55a910fc8a5a120dddffb50f6b09cfc491f04af	f49269bfa4b715a6ce29e597f60b8e2ea2469bb2a75cbe22b4c00e3adce507c6	0	0	0	source exists but pc-port behavior/shape differs
Map/LightDataHolder.hpp	pc-port/src/Game/Map/LightDataHolder.hpp	include/Game/Map/LightDataHolder.hpp	compat-temporary	no	80eb729320dc9f51418907c0d3e32067ef9a161fa425a537387b89a744ed8e77	3873876ece81209a957d9a811a0441dd1fff24be7a3cc42ab7bd7ef128647413	0	0	0	source exists but pc-port behavior/shape differs
